code|text
211|SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein-nanoparticle+Matrix-M1 Adjuvant, preservative free, 0.5mL dose
212|SARS-COV-2 (COVID-19) vaccine, vector non-replicating, recombinant spike protein-Ad26, preservative free, 0.5 mL
213|SARS-COV-2 (COVID-19) vaccine, UNSPECIFIED
214|Ebola, unspecified
215|Pneumococcal conjugate vaccine 15-valent (PCV15), polysaccharide CRM197 conjugate, adjuvant, preservative free
216|Pneumococcal conjugate vaccine 20-valent (PCV20), polysaccharide CRM197 conjugate, adjuvant, preservative free
217|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose, tris-sucrose formulation
218|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 10 mcg/0.2mL dose, tris-sucrose formulation
219|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 3 mcg/0.2mL dose, tris-sucrose formulation
22|DTP-Haemophilus influenzae type b conjugate vaccine
220|Hepatitis B vaccine (recombinant), 3-antigen, Al(OH)3 adjuvanted
221|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 50 mcg/0.5 mL dose
222|Tick-borne encephalitis vaccine, unspecified
223|Tick-borne encephalitis vaccine, inactivated, preservative free, 0.25mL dose
224|Tick-borne encephalitis vaccine, inactivated, preservative free, 0.5mL dose
227|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, pediatric 50 mcg/0.5 mL dose
228|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, pediatric 25 mcg/0.25 mL dose
229|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 50 mcg/0.5 mL or 25 mcg/0.25 mL dose
23|plague vaccine
230|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 10 mcg/0.2 mL dose
231|influenza, seasonal, Southern Hemisphere, high-dose, quadrivalent, 0.7mL dose, preservative free
24|Anthrax vaccine, adsorbed, pre-exposure and post-exposure prophylaxis
25|typhoid vaccine, live, oral
26|cholera vaccine, unspecified formulation
28|diphtheria and tetanus toxoids, adsorbed for pediatric use
300|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 30 mcg/0.3 mL dose, tris-sucrose formulation
301|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 10 mcg/0.2 mL dose, tris-sucrose formulation
302|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 3 mcg/0.2 mL dose, tris-sucrose formulation
303|Respiratory syncytial virus (RSV), vaccine, recombinant, protein subunit RSV prefusion F, adjuvant reconstituted, 0.5 mL, preservative free
304|Respiratory syncytial virus (RSV), unspecified
305|Respiratory syncytial virus (RSV), vaccine, bivalent, protein subunit RSV prefusion F, diluent reconstituted, 0.5 mL, preservative free
306|Respiratory syncytial virus (RSV) monoclonal antibody, IgG1κ, (nirsevimab-alip), 0.5 mL, neonates and children to 24 months
307|Respiratory syncytial virus (RSV) monoclonal antibody, IgG1κ, (nirsevimab-alip), 1 mL, neonates and children to 24 months
308|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 3 mcg/0.3 mL dose
309|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 30 mcg/0.3 mL dose
31|hepatitis A vaccine, pediatric dosage, unspecified formulation
310|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 10 mcg/0.3 mL dose
311|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 25 mcg/0.25 mL dose
312|SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 50 mcg/0.5 mL dose
313|SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein-nanoparticle+Matrix-M1 Adjuvant, preservative free, 5 mcg/0.5 mL dose
314|Respiratory syncytial virus (RSV) vaccine, unspecified
315|Respiratory syncytial virus (RSV) monoclonal antibody (MAB), unspecified
316|Meningococcal polysaccharide (groups A, C, Y, W) tetanus toxoid conjugate, meningococcal B recombinant vaccine, 0.5mL, preservative free
317|Chikungunya, live attenuated vaccine, 0.5 mL, preservative free
318|Anthrax vaccine, adsorbed, adjuvanted, post-exposure prophylaxis
319|Anthrax vaccine, unspecified
32|meningococcal polysaccharide vaccine (MPSV4)
320|Influenza, Madin Darby Canine Kidney, subunit, trivalent, injectable, contains preservative
321|Influenza-avian, H5N8, viral-vector, monovalent, injectable, preservative free
322|Influenza-avian, H5N8, viral-vector, monovalent, injectable, contains preservative
323|Influenza-avian, H5, unspecified formulation
324|Poliovirus, inactivated, fractional-dose (fIPV)
326|Respiratory syncytial virus (RSV), mRNA, injectable, preservative free
327|Pneumococcal conjugate vaccine, 21 valent (PCV21), polysaccharide CRM197 conjugate, preservative free
33|pneumococcal polysaccharide vaccine, 23 valent
35|tetanus toxoid, adsorbed
37|yellow fever vaccine live
38|rubella and mumps virus vaccine
39|Japanese Encephalitis Vaccine SC
40|rabies vaccine, for intradermal injection
41|typhoid vaccine, parenteral, other than acetone-killed, dried
42|hepatitis B vaccine, adolescent/high risk infant dosage
43|hepatitis B vaccine, adult dosage
44|Hepatitis B vaccine (Hep B), high-dosage, dialysis or immunocompromised patient
45|hepatitis B vaccine, unspecified formulation
46|Haemophilus influenzae type b vaccine, PRP-D conjugate
47|Haemophilus influenzae type b vaccine, HbOC conjugate
48|Haemophilus influenzae type b vaccine, PRP-T conjugate
49|Haemophilus influenzae type b vaccine, PRP-OMP conjugate
50|DTaP-Haemophilus influenzae type b conjugate vaccine
500|SARS-COV-2 COVID-19 Non-US Vaccine, Specific Product Unknown
501|SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (QAZCOVID-IN)
502|SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (COVAXIN)
503|SARS-COV-2 COVID-19 Live Attenuated Virus Non-US Vaccine Product (COVIVAC)
504|SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik Light)
505|SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik V)
506|SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (CONVIDECIA), CanSino Biological Inc./Beijing Institute of Biotechnology
507|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology, Chinese Academy of Sciences)
508|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Jiangsu Province Centers for Disease Control and Prevention)
509|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (EpiVacCorona)
51|Haemophilus influenzae type b conjugate and Hepatitis B vaccine
510|SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (BIBP, Sinopharm)
511|SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (CoronaVac, Sinovac)
512|SARS-COV-2 COVID-19 Virus Like Particle (VLP) Non-US Vaccine Product (Medicago, Covifenz)
513|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom, Zifivax)
514|SARS-COV-2 COVID-19 DNA Non-US Vaccine Product (Zydus Cadila, ZyCoV-D)
515|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Medigen, MVC-COV1901)
516|SARS-COV-2 COVID-19 Inactivated Non-US Vaccine Product (Minhai Biotechnology Co, KCONVAC)
517|SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Biological E Limited, Corbevax)
518|SARS-COV-2 COVID-19 Inactivated, Non-US Vaccine (VLA2001, Valneva)
519|SARS-COV-2 COVID-19 mRNA, bivalent, original/Omicron BA.1, Non-US Vaccine (Spikevax Bivalent), Moderna
52|hepatitis A vaccine, adult dosage
520|SARS-COV-2 COVID-19 mRNA, bivalent, original/Omicron BA.1, Non-US Vaccine Product (Comirnaty Bivalent), Pfizer-BioNTech
521|SARS-COV-2 (COVID-19) vaccine SP, protein-based, adjuvanted, B.1.351 strain (VidPrevtyn Beta), Sanofi-GSK
53|typhoid vaccine, parenteral, acetone-killed, dried (U.S. military)
54|adenovirus vaccine, type 4, live, oral
55|adenovirus vaccine, type 7, live, oral
56|dengue fever vaccine, tetravalent
62|human papilloma virus vaccine, quadrivalent
66|Lyme disease vaccine
69|parainfluenza-3 virus vaccine
74|rotavirus, live, tetravalent vaccine
75|Vaccinia (smallpox, mpox) vaccine, live
77|Tick-borne encephalitis vaccine (non-US)
78|tularemia vaccine
80|Venezuelan equine encephalitis, live, attenuated
81|Venezuelan equine encephalitis, inactivated
82|adenovirus vaccine, unspecified formulation
83|hepatitis A vaccine, pediatric/adolescent dosage, 2 dose schedule
84|hepatitis A vaccine, pediatric/adolescent dosage, 3 dose schedule
85|hepatitis A vaccine, unspecified formulation
88|influenza virus vaccine, unspecified formulation
89|poliovirus vaccine, unspecified formulation
90|rabies vaccine, unspecified formulation
91|typhoid vaccine, unspecified formulation
92|Venezuelan equine encephalitis vaccine, unspecified formulation
94|measles, mumps, rubella, and varicella virus vaccine
