code|text
1000976|sulfacetamide sodium 100 MG/ML / sulfur 40 MG/ML Medicated Pad [Sumaxin]
1000978|oxymetazoline hydrochloride 0.25 MG/ML Nasal Solution
1000981|oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution
1000987|oxymetazoline hydrochloride 0.5 MG/ML Nasal Solution
1000990|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray
1000992|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Afrin]
1000994|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Allerest 12 Hour Nasal Spray]
1000996|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Dristan 12-Hour Nasal Spray]
1001|antipyrine
1001002|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Duramist Plus]
1001004|pilocarpine hydrochloride 7.5 MG Oral Tablet
1001006|pilocarpine hydrochloride 7.5 MG Oral Tablet [Salagen]
1001014|pilocarpine hydrochloride 80 MG/ML Ophthalmic Solution
1001054|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Neo-Synephrine 12 Hour]
1001058|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Nostrilla]
1001066|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Sinex Long-Acting]
1001081|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Sudafed OM]
1001084|oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Zicam Sinus Relief]
1001378|oxymetazoline hydrochloride 0.5 MG/ML Ophthalmic Solution
10014|squalene
1001402|pilocarpine hydrochloride 1 MG/ML Ophthalmic Solution
1001405|docetaxel 20 MG/ML Injectable Solution
1001409|calcium carbonate 625 MG / ergocalciferol 125 UNT Oral Tablet
1001433|1.5 ML cabazitaxel 40 MG/ML Injection
1001436|caffeine / magnesium salicylate Oral Tablet
1001437|caffeine 50 MG / magnesium salicylate 162.5 MG Oral Tablet
1001567|iodine 10 MG/ML Topical Solution [Dairyland Brand Controlled Iodine Teat Dip]
1001569|levothyroxine Oral Solution
1001585|TachoSil
1001591|fibrinogen, human 337 MG / thrombin, human 123 UNT Medicated Patch
1001593|fibrinogen, human 337 MG / thrombin, human 123 UNT Medicated Patch [TachoSil]
1001679|calcium carbonate 400 MG / cholecalciferol 133 UNT / magnesium oxide 167 MG Oral Tablet
1001687|magnesium sulfate / potassium sulfate / sodium sulfate Oral Solution
1001689|{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack
1001690|{2 (480 ML) (magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Bowel Prep Kit]
1001691|calcium carbonate 1250 MG / cholecalciferol 100 UNT / vitamin K1 0.04 MG Chewable Tablet
1001714|sulfacetamide sodium 90 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap
1001715|Zencia Wash
1001717|sulfacetamide / sulfur Medicated Liquid Soap [Zencia Wash]
1001718|sulfacetamide sodium 90 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap [Zencia Wash]
1001751|calcium citrate 250 MG / cholecalciferol 100 UNT Oral Tablet
100213|Bifidobacterium infantis
1002300|nilotinib 150 MG Oral Capsule [Tasigna]
100272|Lactobacillus delbrueckii subsp. bulgaricus
100278|Lacticaseibacillus rhamnosus
10030|stannous fluoride
10032|stanozolol
10046|starch
1005706|calcium citrate 1190 MG / cholecalciferol 0.005 MG Oral Tablet
1005767|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Avar]
1005819|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Pad
1005830|{48 (prednisolone 5 MG Oral Tablet) } Pack
1005831|{48 (prednisolone 5 MG Oral Tablet [MILLIPRED]) } Pack [Millipred DP 12 Day]
1005834|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Cream
1005835|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Cream [Avar]
1005843|sulfacetamide / sulfur Topical Cream [Plexion]
1005853|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Foam
1005856|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Lotion
1005921|ulipristal
1005923|ulipristal Oral Tablet
1005924|ulipristal acetate 30 MG Oral Tablet
1005925|Ella
1005927|ulipristal Oral Tablet [Ella]
1005928|ulipristal acetate 30 MG Oral Tablet [Ella]
1006047|vitamin B12 3 MG/ML Injectable Solution
1006056|sulfacetamide / sulfur Medicated Liquid Soap [Rosanil]
1006057|sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Rosanil]
1006065|{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Altavera 28 Day]
1006079|benzocaine 0.2 MG/MG / menthol 0.02 MG/MG Oral Gel
1006095|allantoin / benzocaine / camphor / petrolatum Topical Ointment
1006096|allantoin 0.01 MG/MG / benzocaine 0.2 MG/MG / camphor 0.03 MG/MG / petrolatum 0.649 MG/MG Topical Ointment
1006105|sulfacetamide sodium 100 MG/ML / sulfur 20 MG/ML Medicated Liquid Soap [Avar]
1006107|sulfacetamide sodium 100 MG/ML Medicated Liquid Soap
1006110|sulfacetamide sodium 100 MG/ML Medicated Liquid Soap [Ovace]
1006116|sulfacetamide sodium 100 MG/ML Medicated Pad
1006120|sulfacetamide sodium 100 MG/ML Ophthalmic Solution
1006122|sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Bleph-10]
1006196|hydrogen peroxide 5 MG/ML Topical Solution
1006258|Apiospora montagnei allergenic extract
1006265|benzocaine Buccal Film
1006288|Aspergillus flavus allergenic extract 50 MG/ML Injectable Solution
1006294|Aspergillus flavus allergenic extract 40000 UNT/ML Injectable Solution
1006297|Aspergillus niger var. niger allergenic extract
1006299|Aspergillus niger var. niger allergenic extract Injectable Solution
1006300|Aspergillus niger var. niger allergenic extract 50 MG/ML Injectable Solution
1006310|Aspergillus repens allergenic extract
1006340|cayenne pepper allergenic extract
1006347|arabica coffee bean allergenic extract 100 MG/ML Injectable Solution
1006349|pork allergenic extract 50 MG/ML Injectable Solution
1006353|Russian thistle pollen extract 100 MG/ML Injectable Solution
1006355|Russian thistle pollen extract 10000 UNT/ML Injectable Solution
1006357|Russian thistle pollen extract 20000 UNT/ML Injectable Solution
1006361|Canada goldenrod pollen extract 100 MG/ML Injectable Solution
1006365|Canada goldenrod pollen extract 20000 UNT/ML Injectable Solution
1006367|Canada goldenrod pollen extract 40000 UNT/ML Injectable Solution
1006371|mango blossom pollen extract
1006373|mango blossom pollen extract Injectable Solution
1006374|mango blossom pollen extract 50 MG/ML Injectable Solution
1006397|aminopentamide
1006439|sodium fluoride 50 MG/ML Mouthwash
1006469|doconexent
1006482|nettle pollen extract 100 MG/ML Injectable Solution
1006486|nettle pollen extract 20000 UNT/ML Injectable Solution
1006495|Indian wormwood sage pollen extract
1006502|silk allergenic extract Injectable Solution
1006503|silk allergenic extract 50 MG/ML Injectable Solution
1006505|silk allergenic extract 100 MG/ML Injectable Solution
1006506|tall oat grass pollen extract
1006510|barley malt allergenic extract
1006512|barley malt allergenic extract Injectable Solution
1006513|barley malt allergenic extract 50 MG/ML Injectable Solution
1006555|Clinpro 5000
1006557|sodium fluoride Toothpaste [Clinpro 5000]
1006558|sodium fluoride 0.011 MG/MG Toothpaste [Clinpro 5000]
1006608|24 HR dexmethylphenidate hydrochloride 40 MG Extended Release Oral Capsule
1006610|24 HR dexmethylphenidate hydrochloride 40 MG Extended Release Oral Capsule [Focalin]
1006619|eprinomectin
1006621|eprinomectin Topical Solution
1006622|eprinomectin 5 MG/ML Topical Solution
1006623|Eprinex
1006625|eprinomectin Topical Solution [Eprinex]
1006626|eprinomectin 5 MG/ML Topical Solution [Eprinex]
1006631|ivermectin / pyrantel Chewable Tablet
1006632|ivermectin 0.136 MG / pyrantel 114 MG Chewable Tablet
1006633|Heartgard Plus
1006635|ivermectin / pyrantel Chewable Tablet [Heartgard Plus]
1006637|ivermectin 0.136 MG / pyrantel 114 MG Chewable Tablet [Heartgard Plus]
1006641|ivermectin 0.272 MG / pyrantel 227 MG Chewable Tablet
1006643|ivermectin 0.272 MG / pyrantel 227 MG Chewable Tablet [Heartgard Plus]
1006645|ivermectin 0.068 MG / pyrantel 57 MG Chewable Tablet
1006647|ivermectin 0.068 MG / pyrantel 57 MG Chewable Tablet [Heartgard Plus]
1006654|amprolium
1006656|amprolium Oral Solution
1006657|amprolium 200 MG/ML Oral Solution
1006658|CORID
1006660|amprolium Oral Solution [CORID]
1006661|amprolium 200 MG/ML Oral Solution [CORID]
1006683|sulfacetamide sodium 100 MG/ML Topical Cream
1006684|sulfacetamide sodium 100 MG/ML Topical Cream [Ovace]
1006688|sulfacetamide sodium 100 MG/ML Topical Lotion
1006689|sulfacetamide sodium 100 MG/ML Topical Lotion [Carmol Scalp]
1006693|sulfacetamide sodium 100 MG/ML Topical Lotion [Klaron]
1006710|sulfacetamide sodium 150 MG/ML Ophthalmic Solution
1006727|sulfacetamide sodium 200 MG/ML Ophthalmic Solution
1006729|sulfacetamide sodium 300 MG/ML Ophthalmic Solution
1006801|clozapine 150 MG Disintegrating Oral Tablet
1006813|albendazole 113.6 MG/ML Oral Suspension
1006814|Valbazen
1006816|albendazole Oral Suspension [Valbazen]
1006817|albendazole 113.6 MG/ML Oral Suspension [Valbazen]
1006818|Vetprofen
1006820|carprofen Oral Tablet [Vetprofen]
1006821|carprofen 100 MG Oral Tablet [Vetprofen]
1006823|carprofen 25 MG Oral Tablet [Vetprofen]
1006825|carprofen 75 MG Oral Tablet [Vetprofen]
1006851|pyrantel 2.27 MG/ML Oral Suspension
1006852|RFD
1006854|pyrantel Oral Suspension [RFD]
1006855|pyrantel 2.27 MG/ML Oral Suspension [RFD]
1006856|Nemex
1006858|pyrantel Oral Suspension [Nemex]
1006859|pyrantel 4.54 MG/ML Oral Suspension [Nemex]
1006860|Strongid
10079|stigmasterol
1009|antithrombin III
1009145|amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet
1009147|amphetamine aspartate 1.875 MG / amphetamine sulfate 1.875 MG / dextroamphetamine saccharate 1.875 MG / dextroamphetamine sulfate 1.875 MG Oral Tablet [Adderall]
1009213|Veletri
1009216|epoprostenol 1.5 MG Injection [Veletri]
1009218|aliskiren / amlodipine Oral Tablet
1009235|sodium bicarbonate 0.167 MEQ/ML Injectable Solution
1009237|sodium bicarbonate 0.326 MEQ/ML Injectable Solution
1009241|sodium bicarbonate 0.595 MEQ/ML Injectable Solution
1009256|pyrantel Oral Paste
1009259|pyrantel Oral Paste [Strongid]
1009330|pyrantel 0.15 MG/MG Oral Paste
1009332|pyrantel 0.15 MG/MG Oral Paste [Strongid]
1009339|bimatoprost 0.1 MG/ML Ophthalmic Solution
1009341|bimatoprost 0.1 MG/ML Ophthalmic Solution [Lumigan]
1009342|oxibendazole
1009344|oxibendazole Oral Paste
1009345|oxibendazole 0.227 MG/MG Oral Paste
1009346|Anthelcide EQ
1009348|oxibendazole Oral Paste [Anthelcide EQ]
1009349|oxibendazole 0.227 MG/MG Oral Paste [Anthelcide EQ]
1009386|dexamethasone / neomycin / thiabendazole Topical Solution
1009388|dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution
1009389|Tresaderm
1009391|dexamethasone / neomycin / thiabendazole Topical Solution [Tresaderm]
1009392|dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution [Tresaderm]
1009403|Benzo-Jel
1009405|benzocaine Oral Gel [Benzo-Jel]
1009416|lidocaine hydrochloride 0.025 MG/MG Topical Ointment
1009433|lidocaine hydrochloride 0.025 MG/MG Topical Gel
1009447|wasabi preparation
1009451|coffee fruit preparation
1009456|incobotulinumtoxinA 100 UNT Injection
1009459|incobotulinumtoxinA 50 UNT Injection
1009462|lidocaine hydrochloride 0.035 MG/MG Ophthalmic Gel
1009463|sodium chloride 2 MG/ML Nasal Spray
10098|Enterococcus faecalis
1010033|lidocaine hydrochloride 10 MG/ML Injectable Solution
1010035|lidocaine hydrochloride 10 MG/ML Injectable Solution [Xylocaine]
1010040|testosterone propionate 50 MG/ML Injectable Solution
1010053|lidocaine hydrochloride 100 MG/ML Mucosal Spray
1010057|lidocaine hydrochloride 0.05 MG/MG Topical Gel
1010077|lidocaine hydrochloride 0.04 MG/MG Topical Gel
1010234|sulfacetamide sodium 80 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap
1010238|sulfacetamide sodium 80 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap [Sumaxin]
1010243|arginine Topical Cream
1010244|arginine aminobenzoate 25 MG/ML Topical Cream
1010245|CanineAid
1010247|arginine Topical Cream [CanineAid]
1010248|arginine aminobenzoate 25 MG/ML Topical Cream [CanineAid]
1010296|lidocaine hydrochloride 0.05 MG/MG Topical Ointment
1010298|lidocaine hydrochloride 0.05 MG/MG Topical Ointment [Xylocaine]
10104|streptodornase
1010445|ivermectin Injectable Solution [Ivomec]
1010448|ivermectin 10 MG/ML Injectable Solution [Ivomec]
1010564|FelineAid
1010566|arginine Topical Cream [FelineAid]
1010567|arginine aminobenzoate 25 MG/ML Topical Cream [FelineAid]
1010568|EquineAid
1010570|arginine Topical Cream [EquineAid]
1010571|arginine aminobenzoate 25 MG/ML Topical Cream [EquineAid]
10106|streptokinase
1010600|buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film
1010603|buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone]
1010604|buprenorphine 8 MG / naloxone 2 MG Sublingual Film
1010606|buprenorphine 8 MG / naloxone 2 MG Sublingual Film [Suboxone]
1010624|testosterone enanthate 250 MG/ML Injectable Solution
1010654|methocarbamol 750 MG Oral Tablet [Robaxin]
1010671|lidocaine hydrochloride 20 MG/ML Injectable Solution
1010673|lidocaine hydrochloride 20 MG/ML Injectable Solution [Xylocaine]
1010688|20 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 20 MG/ML Injection
1010692|20 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 20 MG/ML Injection [Xylocaine with Epinephrine]
1010694|lidocaine hydrochloride 1 MG/ML Injectable Solution
1010696|carbinoxamine maleate 0.8 MG/ML Oral Solution
1010723|calcium gluconate 230 MG/ML Injectable Solution
1010728|iodine 5 MG/ML Topical Solution [Milkhouse Teat Dip]
1010729|PureLax
1010732|polyethylene glycol 3350 17000 MG Powder for Oral Solution [PureLax]
1010733|Equistrength
1010735|pyrantel Oral Paste [Equistrength]
1010736|pyrantel 0.15 MG/MG Oral Paste [Equistrength]
1010739|lidocaine hydrochloride 20 MG/ML Mucous Membrane Topical Solution
1010745|epinephrine 0.005 MG/ML / lidocaine hydrochloride 5 MG/ML Injectable Solution
1010749|epinephrine 0.005 MG/ML / lidocaine hydrochloride 5 MG/ML Injectable Solution [Xylocaine with Epinephrine]
1010751|epinephrine 0.01 MG/ML / lidocaine hydrochloride 10 MG/ML Injectable Solution
1010755|epinephrine 0.01 MG/ML / lidocaine hydrochloride 10 MG/ML Injectable Solution [Xylocaine with Epinephrine]
1010759|epinephrine 0.01 MG/ML / lidocaine hydrochloride 20 MG/ML Injectable Solution
1010763|epinephrine 0.01 MG/ML / lidocaine hydrochloride 20 MG/ML Injectable Solution [Xylocaine with Epinephrine]
1010767|epinephrine / lidocaine Injectable Solution [Xylocaine with Epinephrine]
1010768|1.7 ML epinephrine 0.02 MG/ML / lidocaine hydrochloride 20 MG/ML Cartridge [Xylocaine with Epinephrine]
1010769|lidocaine hydrochloride 20 MG/ML Topical Spray
1010774|lidocaine hydrochloride 20 MG/ML Topical Solution
1010823|menthol 0.075 MG/MG Medicated Patch
1010835|lidocaine hydrochloride 30 MG/ML Topical Cream
1010836|lidocaine hydrochloride 30 MG/ML Topical Lotion
1010844|5 ML lidocaine hydrochloride 40 MG/ML Injection
1010846|5 ML lidocaine hydrochloride 40 MG/ML Injection [Xylocaine]
1010858|orange allergenic extract 50 MG/ML Injectable Solution
1010862|saccharomyces cerevisiae allergenic extract 40000 UNT/ML Injectable Solution
1010878|lidocaine hydrochloride 40 MG/ML Mucous Membrane Topical Solution
1010879|bay leaf allergenic extract
1010895|lidocaine hydrochloride 40 MG/ML Topical Cream
10109|streptomycin
1010900|lidocaine hydrochloride 5 MG/ML Injectable Solution
1010902|lidocaine hydrochloride 5 MG/ML Injectable Solution [Xylocaine]
1010904|Geotrichum candidum allergenic extract 50 MG/ML Injectable Solution
1010906|Geotrichum candidum allergenic extract 100 MG/ML Injectable Solution
1010915|chocolate allergenic extract
1010926|kiwi fruit allergenic extract
1010931|lidocaine hydrochloride 5 MG/ML Topical Spray
1010932|leek allergenic extract
1010946|carbinoxamine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution
1010954|licorice allergenic extract
1010965|oregano allergenic extract
1010971|peppermint allergenic extract
1010980|carbinoxamine maleate 1 MG/ML / dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 15 MG/ML Oral Solution
1010999|nectarine allergenic extract
1011|lymphocyte immune globulin, anti-thymocyte globulin
1011017|poppy seed allergenic extract
1011021|okra allergenic extract
1011027|parsnip allergenic extract
1011033|rhubarb allergenic extract
1011043|horseradish allergenic extract
1011049|chickpea allergenic extract
1011060|lime allergenic extract
1011066|macadamia nut allergenic extract
1011078|pineapple allergenic extract 100 MG/ML Injectable Solution
1011080|dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
1011081|{21 (drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Zarah]
1011084|Gas-X Prevention
1011086|alpha-D-galactosidase enzyme Oral Capsule [Gas-X Prevention]
1011087|alpha-D-galactosidase enzyme 600 UNT Oral Capsule [Gas-X Prevention]
1011093|2 ML lidocaine hydrochloride 50 MG/ML Injection
1011280|chlorhexidine gluconate 2 MG/ML / lidocaine hydrochloride 0.5 MG/ML Oral Spray
10114|streptozocin
1011404|mango allergenic extract
1011412|tangerine allergenic extract
1011418|watercress allergenic extract
1011426|papaya allergenic extract
1011450|didecyldimethylammonium chloride
1011452|chlorhexidine / didecyldimethylammonium chloride Topical Solution
1011454|chlorhexidine gluconate 3.5 MG/ML / didecyldimethylammonium chloride 2 MG/ML Topical Solution
1011455|CHG Teat Dip
1011457|chlorhexidine / didecyldimethylammonium chloride Topical Solution [CHG Teat Dip]
1011458|chlorhexidine gluconate 3.5 MG/ML / didecyldimethylammonium chloride 2 MG/ML Topical Solution [CHG Teat Dip]
1011481|cetirizine Disintegrating Oral Tablet
1011482|cetirizine hydrochloride 10 MG Disintegrating Oral Tablet
1011484|cetirizine Disintegrating Oral Tablet [Zyrtec]
1011485|cetirizine hydrochloride 10 MG Disintegrating Oral Tablet [Zyrtec]
1011627|sage leaf allergenic extract
1011633|white pepper allergenic extract
